smiles,scores,ref,Method,gene
CC1CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.51,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(C3=C4C(NN=C4C)=CC=C3)C=C2)=CC=C1,Generate,EGFR
CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2,0.0,N=1C=NC2=NN3C(C=CC=C3)=C2C1NC(=O)NC4=CC=C(C=C4)C(F)(F)F,Generate,EGFR
CC(C)NC(=O)N(C)CC1Oc2cc(C#Cc3ccncc3)ccc2S(=O)(=O)N(C(C)CO)CC1C,0.41,O=C1C(N(C=2C=CN=CC2)C(=O)C)C(=NC(C(C)(C)C)C)C1=O,Generate,EGFR
CCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1O,0.53,C=1(C=C(O)C2=C(C1)OC(=CC2=O)C3=CC=CC=C3)OCC(NCCCCCCCCCCCCCCCCCC)=O,Generate,EGFR
CC(C)(C)CCCCCCCCCCCCCCCCCCCCCC(=O)O,0.38,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1,Generate,EGFR
COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)Cc5ccccc5)ccc4OC3C(CO)O2)cc1,0.37,C=1C=C(C(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3)C(O)=CC1NC(C=C)=O,Generate,EGFR
CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)O2,0.0,N=1C=NC2=NN3C(C=CC=C3)=C2C1NC(=O)NC4=CC=C(C=C4)C(F)(F)F,Generate,EGFR
CC1CCCCOC(CN(C)Cc2ccc(Oc3ccccc3)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O1,0.71,C=1C=C(C(=O)NC2=CC=C(C=C2)OC3=CC=CC=C3)C(O)=CC1NC(C=C)=O,Generate,EGFR
CC(C)(C)c1ccc(CNc2ncnc3ccc(C#N)cc23)cc1,0.74,C1=2C(=NC=NC1=CC=C(C2)OC)NCC3=CC=CC=C3,Generate,EGFR
CC1CN(C(C)CO)C(=O)CCCn2cc(nn2)COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.43,FC(F)(F)C=1C=CC(NC2=NC(=NC=3OC(=CC23)C)C)=CC1,Generate,EGFR
COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1,0.75,ClC=1C=CC(NC2=NC(=NC=3OC(=CC23)C)C)=CC1,Generate,EGFR
O=C(O)c1ccc(C(=O)c2ccccc2F)cc1,0.82,C1(=C(C=2C=CC=CC2N1C)C(C=3C=CC(C(O)=O)=CC3)=O)S,Generate,EGFR
CCCCCCCCCCCCCCCCCCCC(=O)Nc1ncnc2ccccc12,0.69,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1,Generate,EGFR
CC(C)(C)C(NC(=O)CCCCCCC(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)O,0.56,ClC1=C(C=C(NC(=O)C=2C=C(NC(=O)CCCCCC(O)=NO)C=CC2O)C=C1)C(F)(F)F,Generate,EGFR
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.47,N1(C2=C(C=3C=C(C=CC13)OCCC4=CC=C(C=C4)O)CC(CC2)N)CCCCCC5=CC=C(C=C5)C(F)(F)F,Generate,EGFR
CCN(CC)CCOc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1,0.69,C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1OC,Generate,EGFR
CCNC(=O)CC1CC2c3cc(NC(=O)Nc4cccc(C(F)(F)F)c4)ccc3OC2C(CO)O1,0.66,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC=3C=C(N=CC3)C(=O)NC)C=C2)=CC=C1,Generate,EGFR
CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.47,N1(C2=C(C=3C=C(C=CC13)OCCC4=CC=C(C=C4)O)CC(CC2)N)CCCCCC5=CC=C(C=C5)C(F)(F)F,Generate,EGFR
CCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(C(C)(C)C)cc1,0.72,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1,Generate,EGFR
CCCCCC(O)c1cccc(C(=O)Nc2cccc(C)c2)c1,0.65,C=1(NC(CCCCCC(=O)NO)=O)C=C(C(=O)NC=2C=C(C#C)C=CC2)C=CC1,Generate,EGFR
CC1CN(C(C)CO)C(=O)CCCn2nncc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.45,C12=C(N=CN=C1C=C(N=C2)N)NCC3=CC=C(C(F)(F)F)C=C3,Generate,EGFR
Cc1ccc(C(=O)Nc2ccc(C(C)(C)C)cc2)cc1,0.81,C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1C,Generate,EGFR
CCCCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1,0.78,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1,Generate,EGFR
CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(F)cc1,0.78,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1,Generate,EGFR
CCCCCCC(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCCc3ccccc3)OC(CO)C1O2,0.53,O=C(NC1=CC(=C(O)C=C1)C(=O)NC2=CC=CC=C2)CCCCCC(O)=NO,Generate,EGFR
CCN1CCN(CCCNC(=O)CCc2ccccc2)CC1,0.54,FC1=C(C2=NN=C3NN=C(NC(=O)CCCN4CCN(CC4)CC)C3=C2)C=CC=C1F,Generate,EGFR
CCNC(=O)CC1CCC(NS(=O)(=O)c2ccc(C)cc2)C(CO)O1,0.69,S(=O)(=O)(NC(=O)CC1=CC=C(F)C=C1)C2=CC=C(C=C2)C,Generate,EGFR
CC(C)(C)c1ccc(CNC(=O)CCCNCCCNC(=O)c2cccc(NC(=O)c3cccc(C(F)(F)F)c3)c2)cc1,0.64,C(C=1C(=CC=C(C1)NC(C=2C=C(C=CC2)C(F)(F)F)=O)C)(=O)NC=3C=NC(=NC3)NC=4C=C(C=CC4)NC(C=C)=O,Generate,EGFR
COC(CN(C)Cc1ccc(F)cc1)C(C)CN(C(C)CO)S(=O)(=O)c1ccc(F)cc1,0.69,C(CC=1C=CC(=CC1)F)(=O)NS(C=2C=CC(=CC2)F)(=O)=O,Generate,EGFR
CC(C)(C)c1ccc(CNc2ncnc3ccc(-c4ccsc4)cc23)cc1,0.66,C1=2C(=NC=NC1=CC=C(C2)N)NCC3=CC=CC=C3,Generate,EGFR
COc1ccc2nc(C#N)nc(Nc3ccc(Cl)cc3)c2c1,0.75,ClC=1C=CC(NC2=NC(=NC=3OC(=CC23)C)C)=CC1,Generate,EGFR
CN(C)c1ccc2c(c1)C1CC(CC(=O)NCc3ccc(-c4ccccc4)cc3)OC(CO)C1O2,0.52,S1C2=NNC(=C2C=C1C(=O)NCC3=CC=C(N(C)C)C=C3)C4=CC=CC=C4,Generate,EGFR
COc1ccccc1C=C1C(=O)Nc2ccc(-c3ccc(C(=O)NCCCN4CCOCC4)cc3)cc21,0.75,FC1=CC=2/C(=C/C=3NC(=C(C3C)C(=O)NC[C@H](O)CN4CCOCC4)C)/C(=O)NC2C=C1,Generate,EGFR
CC(C)(C)CCCCC(=O)Nc1cccc(C(=O)NCCCNCC(O)c2cccc(F)c2)c1,0.6,C=1(NC(CCCCCC(=O)NO)=O)C=C(C(=O)NC=2C=C(C#C)C=CC2)C=CC1,Generate,EGFR
COc1ccc(CNC(=O)CC2C=CC(NS(=O)(=O)c3ccc(F)cc3)C(CO)O2)cc1,0.68,C(CC=1C=CC(=CC1)Cl)(=O)NS(C=2C=CC(=CC2)F)(=O)=O,Generate,EGFR
COc1ccc(CNC(=O)CC2CC3c4cc(NC(=O)CN(C)C)ccc4OC3C(CO)O2)cc1,0.55,C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1OC,Generate,EGFR
CCCCCCCCCCCCCCCCC(=O)Nc1ccccc1C(=O)O,0.59,[N+]=1(CCCCCCCCCCCCCCCC)C=CC=CC1,Generate,EGFR
CC(C(C)(C)C)C(C)(C)C(O)CCC(=O)Nc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0.55,C=1C=C(NC(C2=CC=C(C=C2)N(CCCl)CCCl)=O)C=CC1Cl,Generate,EGFR
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2,0.42,C=1C=CC=C(C1NC(C2=CC=CN=C2)=O)N,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.37,C=1C=C(C2=CC(=O)NC(CCCCCC(NC=3C=4C(C=CC3)=CC=CC4N)=O)=N2)C=CC1C5=CC=CC=C5,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.36,C(C=1C2=C(NC1)C=CC=C2)CN3C([C@@H](NC([C@@H](N(C(CCN(C(C3)=O)CC(C)C)=O)C)C)=O)CCCCCC(CC)=O)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.36,C(C=1C2=C(NC1)C=CC=C2)CN3C([C@@H](NC([C@@H](N(C(CCN(C(C3)=O)CC(C)C)=O)C)C)=O)CCCCCC(CC)=O)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.5,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.37,C=1C=C(C2=CC(=O)NC(CCCCCC(NC=3C=4C(C=CC3)=CC=CC4N)=O)=N2)C=CC1C5=CC=CC=C5,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.5,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.5,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CC=C1/[C@H]2Cc3[nH]c(=O)ccc3[C@]1(N)CC(C)=C2,0.37,C=1C=C(C2=CC(=O)NC(CCCCCC(NC=3C=4C(C=CC3)=CC=CC4N)=O)=N2)C=CC1C5=CC=CC=C5,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
OC[C@@H]1O[C@H](CC(=O)NCCCN2CCOCC2)C=C[C@@H]1NS(=O)(=O)c1ccccc1F,0.5,S(=O)(=O)(N1CCN(CC1)C2=NC=C(C=N2)C(O)=NO)C3=CC=4C(C=C3)=CC=CC4,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
Nn1c(=O)c(Cc2ccco2)n[nH]c1=S,0.2,C=1(CSC=2OC(=NN2)C=3C=CC=CC3)C=CC(C(=O)NC=4C(=CC=CC4)N)=CC1,Cosine,HDAC1
CNC(=O)CCc1cc2ccccc2[nH]1,0.34,C1(=NC(=CN1)C2=CC=CC=C2)[C@@H](NC(=O)C=3C=CC=C(C3)C#N)CCCCCC(C)=O,Cosine,HDAC1
